Centre,Gender,Labour Category,Labour Type,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Annual Average,State,District,Centre_length
KESHKALA,W,FIELD LABOUR,WEEDER,60,60,60,-,-,-,-,-,-,-,-,-,60,CHHATTISGARH,BASTAR,8
KESHKALA,M,HERDSMEN,HERDSMEN,150,150,150,150,150,150,150,-,150,-,-,150,150,CHHATTISGARH,BASTAR,8
KESHKALA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,BASTAR,8
KESHKALA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100,100,100,100,110,120,120,120,120,-,-,100,109,CHHATTISGARH,BASTAR,8
KESHKALA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",70,70,70,70,70,70,70,70,70,-,-,80,71,CHHATTISGARH,BASTAR,8
KESHKALA,M,"SKILLED 
LABOUR",BLACKSMITH,150,150,150,150,150,150,150,150,150,-,-,150,150,CHHATTISGARH,BASTAR,8
KESHKALA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,BASTAR,8
KESHKALA,M,"SKILLED 
LABOUR",CARPENTER,150,150,150,150,150,150,150,150,150,-,-,150,150,CHHATTISGARH,BASTAR,8
KESHKALA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,BASTAR,8
KESHKALA,M,"SKILLED 
LABOUR",COBBLER,150,150,150,150,150,150,150,150,150,-,-,200,155,CHHATTISGARH,BASTAR,8
KESHKALA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,BASTAR,8
BODARI,M,FIELD LABOUR,PLOUGHMAN,-,100,100,-,100,-,100,100,-,100,-,-,100,CHHATTISGARH,BILASPUR,6
BODARI,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,BILASPUR,6
BODARI,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,120,-,100,100,-,100,-,-,105,CHHATTISGARH,BILASPUR,6
BODARI,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,100,-,80,80,-,80,-,-,85,CHHATTISGARH,BILASPUR,6
BODARI,M,FIELD LABOUR,SOWER,-,70,-,-,-,-,-,-,-,-,-,-,70,CHHATTISGARH,BILASPUR,6
BODARI,W,FIELD LABOUR,SOWER,-,70,-,-,-,-,-,-,-,-,-,-,70,CHHATTISGARH,BILASPUR,6
BODARI,M,FIELD LABOUR,WEEDER,-,70,75,-,-,-,-,-,-,-,-,-,72.5,CHHATTISGARH,BILASPUR,6
BODARI,W,FIELD LABOUR,WEEDER,-,70,50,-,-,-,-,-,-,-,-,-,60,CHHATTISGARH,BILASPUR,6
BODARI,M,HERDSMEN,HERDSMEN,-,70,50,-,50,-,50,50,-,100,100,-,67.14,CHHATTISGARH,BILASPUR,6
BODARI,W,HERDSMEN,HERDSMEN,-,70,-,-,-,-,-,-,-,-,-,-,70,CHHATTISGARH,BILASPUR,6
BODARI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,70,120,-,120,-,150,150,-,150,150,-,130,CHHATTISGARH,BILASPUR,6
BODARI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,70,100,-,100,-,100,100,-,100,100,-,95.71,CHHATTISGARH,BILASPUR,6
BODARI,M,"SKILLED 
LABOUR",BLACKSMITH,-,100,125,-,125,-,125,125,-,140,140,-,125.71,CHHATTISGARH,BILASPUR,6
BODARI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,BILASPUR,6
BODARI,M,"SKILLED 
LABOUR",CARPENTER,-,120,150,-,150,-,150,150,-,180,180,-,154.29,CHHATTISGARH,BILASPUR,6
BODARI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,BILASPUR,6
BODARI,M,"SKILLED 
LABOUR",COBBLER,-,100,140,-,140,-,100,125,-,120,120,-,120.71,CHHATTISGARH,BILASPUR,6
BODARI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,BILASPUR,6
SIHABA,M,FIELD LABOUR,PLOUGHMAN,200,200,-,-,-,150,150,150,150,-,-,300,185.71,CHHATTISGARH,DHAMTARI,6
SIHABA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,DHAMTARI,6
SIHABA,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,100,-,80,-,70,80,80,80,-,81.67,CHHATTISGARH,DHAMTARI,6
SIHABA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,70,-,70,-,50,70,70,70,-,66.67,CHHATTISGARH,DHAMTARI,6
SIHABA,M,FIELD LABOUR,SOWER,100,100,-,-,-,110,110,110,110,-,-,100,105.71,CHHATTISGARH,DHAMTARI,6
SIHABA,W,FIELD LABOUR,SOWER,70,70,-,-,-,-,80,80,80,-,-,-,76,CHHATTISGARH,DHAMTARI,6
SIHABA,M,FIELD LABOUR,WEEDER,-,75,70,-,-,-,-,-,70,70,-,-,71.25,CHHATTISGARH,DHAMTARI,6
SIHABA,W,FIELD LABOUR,WEEDER,-,70,65,-,-,-,-,-,60,60,-,-,63.75,CHHATTISGARH,DHAMTARI,6
SIHABA,M,HERDSMEN,HERDSMEN,70,70,70,70,-,80,80,80,80,80,80,80,76.36,CHHATTISGARH,DHAMTARI,6
SIHABA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,DHAMTARI,6
SIHABA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",75,80,80,80,-,80,80,80,80,80,80,80,79.55,CHHATTISGARH,DHAMTARI,6
SIHABA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",70,70,70,70,-,75,75,75,75,75,75,75,73.18,CHHATTISGARH,DHAMTARI,6
SIHABA,M,"SKILLED 
LABOUR",BLACKSMITH,75,75,75,75,-,80,80,80,80,80,80,80,78.18,CHHATTISGARH,DHAMTARI,6
SIHABA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,DHAMTARI,6
SIHABA,M,"SKILLED 
LABOUR",CARPENTER,150,140,140,140,-,150,150,150,150,150,150,150,147.27,CHHATTISGARH,DHAMTARI,6
SIHABA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,DHAMTARI,6
SIHABA,M,"SKILLED 
LABOUR",COBBLER,70,70,70,70,-,70,70,70,70,70,70,70,70,CHHATTISGARH,DHAMTARI,6
SIHABA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,DHAMTARI,6
DAUNDI,M,FIELD LABOUR,PLOUGHMAN,-,-,-,120,100,100,80,-,-,-,-,100,100,CHHATTISGARH,DURG,6
DAUNDI,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,DURG,6
DAUNDI,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,70,80,80,80,80,-,-,-,-,78,CHHATTISGARH,DURG,6
DAUNDI,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,70,60,60,60,60,-,-,-,-,62,CHHATTISGARH,DURG,6
DAUNDI,M,FIELD LABOUR,SOWER,-,-,-,-,80,80,80,-,-,-,-,80,80,CHHATTISGARH,DURG,6
DAUNDI,W,FIELD LABOUR,SOWER,-,-,-,-,60,60,70,-,-,-,-,70,65,CHHATTISGARH,DURG,6
DAUNDI,M,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,80,80,CHHATTISGARH,DURG,6
DAUNDI,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,60,60,CHHATTISGARH,DURG,6
DAUNDI,M,HERDSMEN,HERDSMEN,-,-,-,60,60,60,60,60,-,60,-,60,60,CHHATTISGARH,DURG,6
DAUNDI,W,HERDSMEN,HERDSMEN,-,-,-,50,-,50,50,50,-,50,-,50,50,CHHATTISGARH,DURG,6
DAUNDI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,50,80,80,80,80,-,80,-,80,75.71,CHHATTISGARH,DURG,6
DAUNDI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,50,60,60,60,60,-,60,-,60,58.57,CHHATTISGARH,DURG,6
DAUNDI,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,110,150,150,150,150,-,150,-,150,144.29,CHHATTISGARH,DURG,6
DAUNDI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,DURG,6
DAUNDI,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,140,200,200,200,200,-,200,-,200,191.43,CHHATTISGARH,DURG,6
DAUNDI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,DURG,6
DAUNDI,M,"SKILLED 
LABOUR",COBBLER,-,-,-,100,100,100,100,100,-,100,-,100,100,CHHATTISGARH,DURG,6
DAUNDI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,60,70,70,70,-,70,-,70,68.33,CHHATTISGARH,DURG,6
KHOKHARA,M,FIELD LABOUR,PLOUGHMAN,120,100,-,100,100,100,120,120,-,-,-,-,108.57,CHHATTISGARH,JANJGIRCHAUPA,8
KHOKHARA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,JANJGIRCHAUPA,8
KHOKHARA,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,100,110,120,-,-,-,-,-,-,110,CHHATTISGARH,JANJGIRCHAUPA,8
KHOKHARA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,100,100,100,-,-,-,-,-,-,100,CHHATTISGARH,JANJGIRCHAUPA,8
KHOKHARA,M,FIELD LABOUR,SOWER,100,100,-,-,-,-,-,-,-,-,-,-,100,CHHATTISGARH,JANJGIRCHAUPA,8
KHOKHARA,W,FIELD LABOUR,SOWER,80,80,-,-,-,-,-,-,-,-,-,-,80,CHHATTISGARH,JANJGIRCHAUPA,8
KHOKHARA,M,FIELD LABOUR,WEEDER,100,100,-,-,-,-,-,-,-,-,-,-,100,CHHATTISGARH,JANJGIRCHAUPA,8
KHOKHARA,W,FIELD LABOUR,WEEDER,80,80,-,-,-,-,-,-,-,-,-,-,80,CHHATTISGARH,JANJGIRCHAUPA,8
KHOKHARA,M,HERDSMEN,HERDSMEN,60,60,-,60,60,60,50,50,50,50,50,50,54.55,CHHATTISGARH,JANJGIRCHAUPA,8
KHOKHARA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,JANJGIRCHAUPA,8
KHOKHARA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",60,-,-,80,100,-,-,-,60,60,60,60,68.57,CHHATTISGARH,JANJGIRCHAUPA,8
KHOKHARA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,70,90,-,-,-,50,50,50,50,60,CHHATTISGARH,JANJGIRCHAUPA,8
KHOKHARA,M,"SKILLED 
LABOUR",BLACKSMITH,100,100,-,100,120,110,120,120,80,80,80,80,99.09,CHHATTISGARH,JANJGIRCHAUPA,8
KHOKHARA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,JANJGIRCHAUPA,8
KHOKHARA,M,"SKILLED 
LABOUR",CARPENTER,150,150,-,140,150,140,150,150,150,150,150,150,148.18,CHHATTISGARH,JANJGIRCHAUPA,8
KHOKHARA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,JANJGIRCHAUPA,8
KHOKHARA,M,"SKILLED 
LABOUR",COBBLER,100,80,-,90,100,100,110,110,70,70,70,70,88.18,CHHATTISGARH,JANJGIRCHAUPA,8
KHOKHARA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,JANJGIRCHAUPA,8
KURROG,M,FIELD LABOUR,PLOUGHMAN,80,80,80,80,-,-,-,-,-,-,100,100,86.67,CHHATTISGARH,JASHPUR,6
KURROG,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,JASHPUR,6
KURROG,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,60,60,-,-,-,-,-,-,-,60,CHHATTISGARH,JASHPUR,6
KURROG,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,50,50,-,-,-,-,-,-,-,50,CHHATTISGARH,JASHPUR,6
KURROG,M,FIELD LABOUR,SOWER,60,60,-,-,-,-,-,-,-,-,-,60,60,CHHATTISGARH,JASHPUR,6
KURROG,W,FIELD LABOUR,SOWER,60,60,-,-,-,-,-,-,-,-,-,-,60,CHHATTISGARH,JASHPUR,6
KURROG,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",60,60,60,60,60,-,60,60,60,60,60,65,60.45,CHHATTISGARH,JASHPUR,6
KURROG,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,JASHPUR,6
INDAURI,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,70,70,-,-,70,-,-,70,CHHATTISGARH,KABIRDHAM,7
INDAURI,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,60,60,-,-,40,-,-,53.33,CHHATTISGARH,KABIRDHAM,7
INDAURI,M,HERDSMEN,HERDSMEN,50,-,-,-,-,70,70,-,-,60,-,-,62.5,CHHATTISGARH,KABIRDHAM,7
INDAURI,W,HERDSMEN,HERDSMEN,40,-,-,-,-,-,-,-,-,50,-,-,45,CHHATTISGARH,KABIRDHAM,7
INDAURI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",50,-,-,-,-,-,-,-,-,60,-,-,55,CHHATTISGARH,KABIRDHAM,7
INDAURI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",40,-,-,-,-,-,-,-,-,50,-,-,45,CHHATTISGARH,KABIRDHAM,7
INDAURI,M,"SKILLED 
LABOUR",BLACKSMITH,100,-,-,-,-,100,100,-,-,100,-,-,100,CHHATTISGARH,KABIRDHAM,7
INDAURI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,KABIRDHAM,7
INDAURI,M,"SKILLED 
LABOUR",CARPENTER,120,-,-,-,-,150,150,-,-,120,-,-,135,CHHATTISGARH,KABIRDHAM,7
INDAURI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,KABIRDHAM,7
INDAURI,M,"SKILLED 
LABOUR",COBBLER,100,-,-,-,-,100,100,-,-,100,-,-,100,CHHATTISGARH,KABIRDHAM,7
INDAURI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,KABIRDHAM,7
KOYALIBERA,M,FIELD LABOUR,PLOUGHMAN,100,-,-,100,100,100,100,-,-,-,-,-,100,CHHATTISGARH,KANKER,10
KOYALIBERA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,KANKER,10
KOYALIBERA,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,60,60,60,60,60,60,-,-,-,-,60,CHHATTISGARH,KANKER,10
KOYALIBERA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,60,60,60,60,60,60,-,-,-,-,60,CHHATTISGARH,KANKER,10
KOYALIBERA,M,FIELD LABOUR,SOWER,60,-,-,-,-,-,-,-,-,-,-,-,60,CHHATTISGARH,KANKER,10
KOYALIBERA,W,FIELD LABOUR,SOWER,60,-,-,-,-,-,-,-,-,-,-,-,60,CHHATTISGARH,KANKER,10
KOYALIBERA,M,FIELD LABOUR,WEEDER,60,-,50,-,-,-,-,-,-,-,-,-,55,CHHATTISGARH,KANKER,10
KOYALIBERA,W,FIELD LABOUR,WEEDER,60,-,50,-,-,-,-,-,-,-,-,-,55,CHHATTISGARH,KANKER,10
KOYALIBERA,M,HERDSMEN,HERDSMEN,75,-,80,75,75,75,75,75,-,75,-,-,75.63,CHHATTISGARH,KANKER,10
KOYALIBERA,W,HERDSMEN,HERDSMEN,70,-,70,75,70,70,70,70,-,70,-,-,70.63,CHHATTISGARH,KANKER,10
KOYALIBERA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",80,-,70,80,80,80,80,80,-,80,-,-,78.75,CHHATTISGARH,KANKER,10
KOYALIBERA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",70,-,60,60,60,60,60,60,-,60,-,-,61.25,CHHATTISGARH,KANKER,10
KOYALIBERA,M,"SKILLED 
LABOUR",BLACKSMITH,170,-,170,170,170,170,170,170,-,170,-,-,170,CHHATTISGARH,KANKER,10
KOYALIBERA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,KANKER,10
KOYALIBERA,M,"SKILLED 
LABOUR",CARPENTER,180,-,180,180,180,180,180,180,-,180,-,-,180,CHHATTISGARH,KANKER,10
KOYALIBERA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,KANKER,10
KOYALIBERA,M,"SKILLED 
LABOUR",COBBLER,160,-,160,160,160,160,160,160,-,160,-,-,160,CHHATTISGARH,KANKER,10
KOYALIBERA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,KANKER,10
RAMPUR,M,HERDSMEN,HERDSMEN,50,50,75,50,50,50,-,50,50,50,50,50,52.27,CHHATTISGARH,KORBA,6
RAMPUR,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,KORBA,6
RAMPUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",60,60,60,60,60,60,60,60,60,60,60,60,60,CHHATTISGARH,KORBA,6
RAMPUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",50,50,50,50,50,50,50,50,50,50,50,50,50,CHHATTISGARH,KORBA,6
RAMPUR,M,"SKILLED 
LABOUR",BLACKSMITH,150,150,150,150,150,150,-,150,-,-,150,-,150,CHHATTISGARH,KORBA,6
RAMPUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,KORBA,6
RAMPUR,M,"SKILLED 
LABOUR",CARPENTER,200,200,200,200,200,200,150,150,150,150,200,150,179.17,CHHATTISGARH,KORBA,6
RAMPUR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,KORBA,6
PATNA,M,FIELD LABOUR,PLOUGHMAN,100,-,-,-,-,-,100,100,100,100,100,100,100,CHHATTISGARH,KORIYA,5
PATNA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,KORIYA,5
PATNA,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,80,-,-,100,100,100,100,-,-,96,CHHATTISGARH,KORIYA,5
PATNA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,80,-,-,-,-,100,100,-,-,93.33,CHHATTISGARH,KORIYA,5
PATNA,M,FIELD LABOUR,SOWER,100,-,-,-,-,-,-,-,-,-,-,-,100,CHHATTISGARH,KORIYA,5
PATNA,W,FIELD LABOUR,SOWER,80,-,-,-,-,-,-,-,-,-,-,-,80,CHHATTISGARH,KORIYA,5
PATNA,M,FIELD LABOUR,WEEDER,-,-,-,-,-,-,100,100,-,-,-,-,100,CHHATTISGARH,KORIYA,5
PATNA,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,KORIYA,5
PATNA,M,HERDSMEN,HERDSMEN,100,-,-,-,-,-,100,100,100,100,100,100,100,CHHATTISGARH,KORIYA,5
PATNA,W,HERDSMEN,HERDSMEN,80,-,-,-,-,-,-,-,-,-,-,-,80,CHHATTISGARH,KORIYA,5
PATNA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100,-,80,80,80,-,-,100,100,100,100,100,93.33,CHHATTISGARH,KORIYA,5
PATNA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",80,-,80,80,80,-,-,100,100,100,100,100,91.11,CHHATTISGARH,KORIYA,5
PATNA,M,"SKILLED 
LABOUR",BLACKSMITH,150,-,150,150,150,-,100,100,100,100,100,100,120,CHHATTISGARH,KORIYA,5
PATNA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,KORIYA,5
PATNA,M,"SKILLED 
LABOUR",CARPENTER,150,-,150,150,150,-,150,150,150,150,160,180,154,CHHATTISGARH,KORIYA,5
PATNA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,KORIYA,5
PATNA,M,"SKILLED 
LABOUR",COBBLER,150,-,150,150,150,-,100,100,100,100,100,100,120,CHHATTISGARH,KORIYA,5
PATNA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,KORIYA,5
JHALAP,M,FIELD LABOUR,PLOUGHMAN,65,65,65,65,65,-,-,-,75,75,100,-,71.88,CHHATTISGARH,MAHASAMUND,6
JHALAP,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,MAHASAMUND,6
JHALAP,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,60,65,-,65,80,65,65,80,80,70,CHHATTISGARH,MAHASAMUND,6
JHALAP,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,50,60,-,60,80,60,60,75,75,65,CHHATTISGARH,MAHASAMUND,6
JHALAP,M,FIELD LABOUR,SOWER,65,65,-,-,-,-,65,80,70,70,100,100,76.88,CHHATTISGARH,MAHASAMUND,6
JHALAP,W,FIELD LABOUR,SOWER,50,50,-,-,-,-,-,-,65,65,80,100,68.33,CHHATTISGARH,MAHASAMUND,6
JHALAP,M,FIELD LABOUR,WEEDER,60,60,60,60,-,-,-,100,65,65,65,65,66.67,CHHATTISGARH,MAHASAMUND,6
JHALAP,W,FIELD LABOUR,WEEDER,50,50,50,-,-,-,-,80,60,60,60,60,58.75,CHHATTISGARH,MAHASAMUND,6
JHALAP,M,HERDSMEN,HERDSMEN,60,60,60,60,60,-,60,65,40,40,50,60,55.91,CHHATTISGARH,MAHASAMUND,6
JHALAP,W,HERDSMEN,HERDSMEN,40,40,50,40,40,-,40,-,-,-,-,-,41.67,CHHATTISGARH,MAHASAMUND,6
JHALAP,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",65,65,65,-,-,-,-,-,65,65,70,70,66.43,CHHATTISGARH,MAHASAMUND,6
JHALAP,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",45,40,50,-,-,-,-,-,-,-,-,-,45,CHHATTISGARH,MAHASAMUND,6
JHALAP,M,"SKILLED 
LABOUR",BLACKSMITH,80,80,80,80,80,-,80,100,80,80,80,80,81.82,CHHATTISGARH,MAHASAMUND,6
JHALAP,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,MAHASAMUND,6
JHALAP,M,"SKILLED 
LABOUR",CARPENTER,90,90,90,100,100,-,100,100,90,100,100,100,96.36,CHHATTISGARH,MAHASAMUND,6
JHALAP,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,MAHASAMUND,6
JHALAP,M,"SKILLED 
LABOUR",COBBLER,70,70,70,65,65,-,65,100,60,100,100,100,78.64,CHHATTISGARH,MAHASAMUND,6
JHALAP,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,MAHASAMUND,6
LENDHARA,M,FIELD LABOUR,PLOUGHMAN,120,120,70,70,70,70,70,70,70,70,-,-,80,CHHATTISGARH,RAIGARH,8
LENDHARA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,RAIGARH,8
LENDHARA,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,70,-,-,-,-,-,-,-,-,70,CHHATTISGARH,RAIGARH,8
LENDHARA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,50,-,-,-,-,-,-,-,-,50,CHHATTISGARH,RAIGARH,8
LENDHARA,M,FIELD LABOUR,SOWER,120,120,-,-,-,-,-,-,-,-,-,-,120,CHHATTISGARH,RAIGARH,8
LENDHARA,W,FIELD LABOUR,SOWER,100,100,-,-,-,-,-,-,-,-,-,-,100,CHHATTISGARH,RAIGARH,8
LENDHARA,M,FIELD LABOUR,WEEDER,120,120,70,70,70,70,70,70,70,70,-,-,80,CHHATTISGARH,RAIGARH,8
LENDHARA,W,FIELD LABOUR,WEEDER,100,100,50,50,60,60,60,60,60,60,-,-,66,CHHATTISGARH,RAIGARH,8
LENDHARA,M,HERDSMEN,HERDSMEN,100,100,50,50,50,50,50,50,50,50,-,-,60,CHHATTISGARH,RAIGARH,8
LENDHARA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,CHHATTISGARH,RAIGARH,8
LENDHARA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100,100,70,70,70,70,70,70,70,70,-,-,76,CHHATTISGARH,RAIGARH,8
LENDHARA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",80,80,50,50,60,50,50,50,50,50,-,-,57,CHHATTISGARH,RAIGARH,8
LENDHARA,M,"SKILLED 
LABOUR",BLACKSMITH,160,160,90,90,90,90,90,90,90,90,-,-,104,CHHATTISGARH,RAIGARH,8
